id,tanggal,tipe_mesin,kode_error,gejala (pisahkan dengan ';'),jenis_kerusakan (label),komponen_utama,tindakan_perbaikan,konfirmasi_teknisi (Y/N),catatan
395,2026-02-02,Canon iRA 4051,E602-1500,Error in /CRBDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
396,2026-02-02,Canon iRA 4051,E602-1501,Error in /CRBDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
397,2026-02-02,Canon iRA 4051,E602-1502,Error in /CRBDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
398,2026-02-02,Canon iRA 4051,E602-1503,Error in /CRBDEV.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
399,2026-02-02,Canon iRA 4051,E602-1504,Error in /CRBDEV.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
400,2026-02-02,Canon iRA 4051,E602-1505,Error in /CRBDEV.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
401,2026-02-02,Canon iRA 4051,E602-1510,Error in /CRBDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
402,2026-02-02,Canon iRA 4051,E602-1511,Error in /CRBDEV.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-48 7-48Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
403,2026-02-02,Canon iRA 4051,E602-1512,Error in /CRBDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
404,2026-02-02,Canon iRA 4051,E602-1513,Error in /CRBDEV.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
405,2026-02-02,Canon iRA 4051,E602-1514,Error in /CRBDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
406,2026-02-02,Canon iRA 4051,E602-1515,Error in /CRBDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
407,2026-02-02,Canon iRA 4051,E602-1521,Error in /CRBDEV.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
408,2026-02-02,Canon iRA 4051,E602-1522,Error in /CRBDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
409,2026-02-02,Canon iRA 4051,E602-1523,Error in /CRBDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
410,2026-02-02,Canon iRA 4051,E602-1524,Error in /CRBDEV.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-49 7-49Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
411,2026-02-02,Canon iRA 4051,E602-1525,Error in /CRBDEV.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
412,2026-02-02,Canon iRA 4051,E602-1600,Error in /APL_CDS.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
413,2026-02-02,Canon iRA 4051,E602-1601,Error in /APL_CDS.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
414,2026-02-02,Canon iRA 4051,E602-1602,Error in /APL_CDS.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
415,2026-02-02,Canon iRA 4051,E602-1603,Error in /APL_CDS.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
416,2026-02-02,Canon iRA 4051,E602-1604,Error in /APL_CDS.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
417,2026-02-02,Canon iRA 4051,E602-1605,Error in /APL_CDS.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
418,2026-02-02,Canon iRA 4051,E602-1610,Error in /APL_CDS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
419,2026-02-02,Canon iRA 4051,E602-1611,Error in /APL_CDS.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-50 7-50Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
420,2026-02-02,Canon iRA 4051,E602-1612,Error in /APL_CDS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 3. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
421,2026-02-02,Canon iRA 4051,E602-1613,Error in /APL_CDS.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
422,2026-02-02,Canon iRA 4051,E602-1614,Error in /APL_CDS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 3. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
423,2026-02-02,Canon iRA 4051,E602-1615,Error in /APL_CDS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 3. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
424,2026-02-02,Canon iRA 4051,E602-1621,Error in /APL_CDS.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
425,2026-02-02,Canon iRA 4051,E602-1622,Error in /APL_CDS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
426,2026-02-02,Canon iRA 4051,E602-1623,Error in /APL_CDS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
427,2026-02-02,Canon iRA 4051,E602-1624,Error in /APL_CDS.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-51 7-51Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
428,2026-02-02,Canon iRA 4051,E602-1625,Error in /APL_CDS.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
429,2026-02-02,Canon iRA 4051,E602-2000,Authentication error between Host Machine and Encryption Board.,System Error,System,"1. Connection error between the Encryption Board and the Main Controller PCB (turn OFF and then ON the power).; 2. Execute the key clear of the Encryption Board using SST (at this time, HDD becomes unformatted; thus, it is necessary to execute HDD format and system reinstallation).",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Authentication error between Host Machine and Encryption
430,2026-02-02,Canon iRA 4051,E602-2001,"Although the Host Machine does not have the authentication information of the Encryption Board, the authenticated Encryption Board is installed.",System Error,System,"Although the Host Machine does not have the authentication information of the Encryption Board, the authenticated Encryption Board is installed.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Discrepancy in the Encryption Board operation
431,2026-02-02,Canon iRA 4051,E602-2002,"Failure of Encryption Board, others.",System Error,System,"1. Connection error between the Encryption Board and the Main Controller PCB (turn Off and then ON the power).; 2. Execute the key clear of the Encryption Board using SST (at this time, HDD becomes unformatted; thus, it is necessary to execute HDD format and system reinstallation).; 3. After replacing the Encryption Board, execute HDD format and system reinstallation using SST.; 4. Main Controller PCB.E CodeDetail CodeLocation Item Description",Y,"Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of Encryption Board, others"
432,2026-02-02,Canon iRA 4051,E602-4000,"Unable to install OS. When the errors occur, the system of the host machine has not been started normally. Therefore the error code is not recorded in the log.",System Error,System,"1. Cable connection error.; 2. After HDD All Format, reinstall the system software.; 3. HDD.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:OS startup error
433,2026-02-02,Canon iRA 4051,E602-4001,"No OS startup script.When the errors occur, the system of the host machine has not been started normally. Therefore the error code is not recorded in the log.",System Error,System,"1. Cable connection error.; 2. After HDD All Format, reinstall the system software.; 3. HDD.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:OS startup error
434,2026-02-02,Canon iRA 4051,E602-FF00,Unidentified partition error.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
435,2026-02-02,Canon iRA 4051,E602-FF01,Unidentified partition error.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
436,2026-02-02,Canon iRA 4051,E602-FF02,Unidentified partition error.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-52 7-52Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
437,2026-02-02,Canon iRA 4051,E602-FF03,Unidentified partition error.,Storage,HDD,"1. Execute HDD-CHECK (duration: several dozen minutes) with CHK-TYPE = 0, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, execute HDD-CLEAR with CHK-TYPE = 1, 2, 3, 5, and then turn OFF and then ON the power.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
438,2026-02-02,Canon iRA 4051,E602-FF04,Unidentified partition error.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
439,2026-02-02,Canon iRA 4051,E602-FF05,Unidentified partition error.,Storage,HDD,"This is the error which does not occur usually.; 1. Execute HDD-CLEAR with CHK-TYPE = 1, 2, 3, 5, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
440,2026-02-02,Canon iRA 4051,E602-FF10,Unidentified partition error.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
441,2026-02-02,Canon iRA 4051,E602-FF11,Unidentified partition error.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
442,2026-02-02,Canon iRA 4051,E602-FF12,Unidentified partition error.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
443,2026-02-02,Canon iRA 4051,E602-FF13,Unidentified partition error.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
444,2026-02-02,Canon iRA 4051,E602-FF14,Unidentified partition error.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
445,2026-02-02,Canon iRA 4051,E602-FF15,Unidentified partition error.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-53 7-53Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
446,2026-02-02,Canon iRA 4051,E602-FF21,Unidentified partition error.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
447,2026-02-02,Canon iRA 4051,E602-FF22,Unidentified partition error.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
448,2026-02-02,Canon iRA 4051,E602-FF23,Unidentified partition error.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
449,2026-02-02,Canon iRA 4051,E602-FF24,Unidentified partition error.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
450,2026-02-02,Canon iRA 4051,E602-FF25,Unidentified partition error.,Storage,HDD,"""The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.""",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
451,2026-02-02,Canon iRA 4051,E604-0000,Insufficient memory (require 1024 MB).,System Error,System,DDR2-SDRAM,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Insufficient memory
452,2026-02-02,Canon iRA 4051,E609-0008,Temperature of the HDD does not rise to the specified temperature within the specified period of time at the time of startup.,System Error,System,HDD.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Insufficient memory
453,2026-02-02,Canon iRA 4051,E609-0009,"At the time of recovery from sleep, it does not reach to the specified temperature.",Storage,HDD,HDD.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
454,2026-02-02,Canon iRA 4051,E610-0001,The Encryption Board does not exist.,Storage,HDD,Check the hardware configuration.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
455,2026-02-02,Canon iRA 4051,E610-0002,Not meeting the memory configuration to execute encryption operation.,Storage,HDD,Check the hardware configuration.,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
456,2026-02-02,Canon iRA 4051,E610-0101,Failed to initialize the memory of key storage area.,Storage,HDD,Turn OFF and then ON the power. 7 7 7-54 7-54Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description,Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Failure of the HDD encryption key (hardware configuration
